V3	V5
GRMZM2G138103	Zm00001eb010950
GRMZM2G136513	Zm00001eb010990
AC205100.3_FG001	
GRMZM2G030223	Zm00001eb011000
GRMZM2G164562	Zm00001eb011020
GRMZM2G127123	Zm00001eb011050
GRMZM2G001663	Zm00001eb011070
GRMZM2G001696	Zm00001eb011080
GRMZM2G001814	Zm00001eb011090
GRMZM2G474407	Zm00001eb011120
GRMZM2G174615	Zm00001eb011140
GRMZM5G872118	Zm00001eb011170
GRMZM2G338691	Zm00001eb011250
GRMZM2G060138	Zm00001eb011210
GRMZM2G060148	Zm00001eb011220
GRMZM2G063733	Zm00001eb011270
GRMZM2G352678	Zm00001eb011280
AC209675.3_FG001	
GRMZM2G150827	Zm00001eb011320
GRMZM2G072492	Zm00001eb011330
GRMZM2G072456	Zm00001eb011340
GRMZM2G372502	Zm00001eb011350
GRMZM2G372495	Zm00001eb011360
GRMZM2G105362	Zm00001eb011380
GRMZM2G703555	Zm00001eb011420
GRMZM2G408305	Zm00001eb011450
GRMZM2G143655	Zm00001eb011470
GRMZM2G066120	Zm00001eb011480
GRMZM2G014419	Zm00001eb011530
GRMZM2G015281	Zm00001eb011550
GRMZM2G118208	Zm00001eb011580
GRMZM2G055263	Zm00001eb011560
GRMZM2G151582	Zm00001eb011610
GRMZM2G151564	Zm00001eb011630
GRMZM2G161452	Zm00001eb011650
GRMZM2G161337	Zm00001eb011670
GRMZM2G093305	Zm00001eb011680
GRMZM2G093217	Zm00001eb011700
GRMZM2G049190	Zm00001eb011720
GRMZM2G079112	Zm00001eb011780
GRMZM2G012319	Zm00001eb011800
GRMZM2G128444	Zm00001eb011830
GRMZM2G128156	Zm00001eb011850
GRMZM5G886952	Zm00001eb011920
GRMZM2G306732	Zm00001eb011940
GRMZM2G007055	Zm00001eb011950
GRMZM2G306806	Zm00001eb011960
GRMZM2G160198	Zm00001eb011970
GRMZM2G160324	Zm00001eb011990
GRMZM2G160428	Zm00001eb012000
GRMZM2G160452	Zm00001eb012010
GRMZM2G061202	Zm00001eb012070
GRMZM2G320960	Zm00001eb012120
GRMZM2G391908	
GRMZM2G100086	Zm00001eb012130
GRMZM2G001918	Zm00001eb012140
GRMZM5G836424	Zm00001eb012150
GRMZM5G804658	Zm00001eb012160
GRMZM5G828820	Zm00001eb012180
GRMZM2G026911	Zm00001eb012190
GRMZM2G109885	Zm00001eb012220
GRMZM2G078164	Zm00001eb012240
GRMZM2G305526	Zm00001eb012250
GRMZM2G049159	Zm00001eb012280
GRMZM2G174644	Zm00001eb012300
GRMZM2G110309	Zm00001eb012310
GRMZM2G087459	Zm00001eb012340
GRMZM2G087600	Zm00001eb012330
GRMZM2G112925	Zm00001eb012350
GRMZM2G113002	Zm00001eb012360
GRMZM2G043030	Zm00001eb012380
GRMZM2G160906	Zm00001eb012390
AC233935.1_FG005	Zm00001eb012440
GRMZM2G428391	Zm00001eb012470
GRMZM2G428410	Zm00001eb012480
GRMZM2G145275	Zm00001eb012510
GRMZM2G172574	Zm00001eb012550
GRMZM2G044027	Zm00001eb012580
GRMZM2G157329	Zm00001eb012600
GRMZM2G119886	Zm00001eb012610
GRMZM2G077797	Zm00001eb012660
GRMZM2G078052	Zm00001eb012650
GRMZM2G044237	Zm00001eb012670
GRMZM2G150729	Zm00001eb012680
GRMZM2G150697	Zm00001eb012690
GRMZM2G048154	Zm00001eb012700
GRMZM2G171232	Zm00001eb012710
GRMZM2G401769	Zm00001eb012760
GRMZM2G026654	Zm00001eb012780
GRMZM2G338333	Zm00001eb012790
GRMZM2G042107	Zm00001eb012800
GRMZM2G442277	Zm00001eb012850
GRMZM2G136268	Zm00001eb012870
GRMZM2G054332	Zm00001eb012880
GRMZM2G041989	Zm00001eb012900
GRMZM2G041955	Zm00001eb012970
GRMZM2G338037	Zm00001eb012960
GRMZM2G042032	Zm00001eb012950
GRMZM2G042543	Zm00001eb012940
GRMZM2G042639	Zm00001eb012930
GRMZM2G109967	Zm00001eb012980
AC217300.3_FG004	Zm00001eb013010
AC217300.3_FG005	Zm00001eb013020
GRMZM2G052479	Zm00001eb013030
GRMZM2G052581	Zm00001eb013040
GRMZM2G137839	Zm00001eb013080
GRMZM5G876973	Zm00001eb013090
GRMZM2G017792	Zm00001eb013100
GRMZM2G141386	Zm00001eb013130
GRMZM2G179411	Zm00001eb013140
GRMZM2G319781	Zm00001eb013150
GRMZM2G158197	Zm00001eb013220
GRMZM2G107731	Zm00001eb013240
GRMZM2G107838	Zm00001eb013250
GRMZM2G107867	Zm00001eb013270
GRMZM2G024159	Zm00001eb013300
GRMZM2G074401	Zm00001eb013340
GRMZM2G305267	Zm00001eb013350
AC212219.3_FG005	Zm00001eb013360
AC208436.3_FG007	Zm00001eb013420
GRMZM2G053669	Zm00001eb013430
AC208201.3_FG003	Zm00001eb013440
AC208201.3_FG002	Zm00001eb013450
AC208201.3_FG001	Zm00001eb013460
GRMZM5G832375	
GRMZM2G385021	
GRMZM2G452695	Zm00001eb013590
GRMZM2G135456	Zm00001eb013600
GRMZM2G135359	Zm00001eb013610
GRMZM2G135337	Zm00001eb013620
GRMZM2G006370	Zm00001eb013650
GRMZM2G308034	Zm00001eb013670
GRMZM2G006981	Zm00001eb013680
GRMZM2G007206	Zm00001eb013700
GRMZM2G058138	Zm00001eb013710
GRMZM2G110000	Zm00001eb013720
GRMZM2G029543	Zm00001eb013760
GRMZM2G030016	Zm00001eb013750
GRMZM2G032047	Zm00001eb013740
GRMZM2G032182	Zm00001eb013730
GRMZM2G144224	Zm00001eb013780
GRMZM2G365240	Zm00001eb013820
GRMZM5G814718	Zm00001eb013810
GRMZM2G066274	Zm00001eb013800
GRMZM2G417082	Zm00001eb013830
GRMZM2G104464	Zm00001eb013850
GRMZM2G104534	Zm00001eb013860
GRMZM2G010909	Zm00001eb013910
GRMZM2G129302	Zm00001eb013950
GRMZM2G113364	Zm00001eb013970
GRMZM2G095043	Zm00001eb013980
GRMZM2G112524	Zm00001eb014000
GRMZM2G112488	Zm00001eb014010
GRMZM2G016734	Zm00001eb014050
GRMZM2G017044	Zm00001eb014060
GRMZM2G169167	Zm00001eb014080
GRMZM2G169173	Zm00001eb014070
GRMZM2G000632	Zm00001eb014110
GRMZM2G377215	Zm00001eb014120
GRMZM2G076537	Zm00001eb014130
GRMZM2G427438	Zm00001eb014140
GRMZM2G427418	Zm00001eb014150
GRMZM2G122965	Zm00001eb014160
GRMZM2G036086	Zm00001eb014180
GRMZM5G807260	Zm00001eb014190
GRMZM5G819965	Zm00001eb014210
GRMZM2G017536	Zm00001eb014240
GRMZM2G017400	Zm00001eb014250
GRMZM2G057027	Zm00001eb014260
GRMZM2G066352	Zm00001eb014440
GRMZM2G021433	Zm00001eb014450
GRMZM2G013957	Zm00001eb014490
GRMZM2G084389	Zm00001eb014550
GRMZM2G383790	Zm00001eb014560
GRMZM2G038015	Zm00001eb014590
GRMZM2G179155	Zm00001eb014630
GRMZM5G854284	Zm00001eb014670
GRMZM2G440330	
GRMZM2G124785	Zm00001eb014680
GRMZM2G092442	Zm00001eb014720
GRMZM2G121871	Zm00001eb014780
GRMZM2G422295	Zm00001eb014790
GRMZM2G121957	Zm00001eb014800
GRMZM2G013639	Zm00001eb014830
GRMZM2G069568	Zm00001eb014840
GRMZM2G033491	Zm00001eb014890
GRMZM2G135968	Zm00001eb014900
GRMZM2G089720	Zm00001eb014930
GRMZM2G550861	Zm00001eb015000
GRMZM2G018941	Zm00001eb015010
GRMZM2G317160	Zm00001eb015020
GRMZM5G835810	Zm00001eb015030
GRMZM5G895991	Zm00001eb015040
GRMZM2G030794	Zm00001eb015050
GRMZM2G385931	Zm00001eb015060
GRMZM2G084940	Zm00001eb015090
GRMZM2G070849	Zm00001eb015120
GRMZM2G165919	Zm00001eb015130
GRMZM2G476593	Zm00001eb015140
GRMZM2G174284	Zm00001eb015150
GRMZM2G318652	Zm00001eb015160
GRMZM2G160466	Zm00001eb015190
GRMZM2G174896	Zm00001eb015210
GRMZM2G175038	Zm00001eb015230
GRMZM2G128644	Zm00001eb015250
GRMZM2G314064	Zm00001eb015500
GRMZM2G009690	Zm00001eb015460
GRMZM2G009253	Zm00001eb015470
GRMZM2G421779	
GRMZM2G033570	Zm00001eb015440
GRMZM2G174680	Zm00001eb015430
GRMZM2G174696	Zm00001eb015420
GRMZM2G144997	Zm00001eb015400
GRMZM2G145008	Zm00001eb015390
GRMZM2G145024	Zm00001eb015380
GRMZM2G018678	Zm00001eb015340
GRMZM2G018728	Zm00001eb015330
GRMZM2G030272	Zm00001eb015320
GRMZM2G122740	Zm00001eb015310
GRMZM2G107481	Zm00001eb015530
GRMZM2G102365	Zm00001eb015550
GRMZM2G042615	Zm00001eb015560
GRMZM2G031001	Zm00001eb015570
GRMZM2G020940	Zm00001eb015620
GRMZM2G011598	Zm00001eb015630
GRMZM2G010149	Zm00001eb015640
GRMZM2G473036	Zm00001eb015670
GRMZM2G423851	Zm00001eb015680
GRMZM2G003424	Zm00001eb015700
GRMZM2G003379	Zm00001eb015710
GRMZM2G023884	Zm00001eb015730
GRMZM2G006404	Zm00001eb015740
AC204931.3_FG004	
GRMZM2G006477	Zm00001eb015750
AC204931.3_FG002	
GRMZM2G050077	Zm00001eb015770
GRMZM2G010196	Zm00001eb015790
GRMZM2G312661	Zm00001eb015800
GRMZM2G032912	Zm00001eb015850
GRMZM2G031825	Zm00001eb015860
GRMZM2G320325	Zm00001eb015880
GRMZM2G109121	Zm00001eb015910
GRMZM2G100288	Zm00001eb015930
GRMZM2G056462	Zm00001eb015940
GRMZM2G056424	Zm00001eb015950
GRMZM2G075245	Zm00001eb015980
GRMZM2G119850	Zm00001eb016040
GRMZM2G353195	Zm00001eb016080
GRMZM2G054916	Zm00001eb016090
GRMZM2G062391	Zm00001eb016100
GRMZM2G062425	Zm00001eb016110
GRMZM2G063657	Zm00001eb016120
GRMZM2G076056	
GRMZM2G413154	Zm00001eb016150
GRMZM2G173387	Zm00001eb016160
GRMZM2G044074	Zm00001eb016170
GRMZM2G044038	Zm00001eb016180
GRMZM2G043948	Zm00001eb016190
GRMZM2G030571	Zm00001eb016230
GRMZM2G013299	Zm00001eb016270
GRMZM2G318767	Zm00001eb016280
GRMZM2G069618	Zm00001eb016320
GRMZM2G013588	Zm00001eb016350
GRMZM2G107597	Zm00001eb016370
AC206840.3_FG002	Zm00001eb016400
GRMZM2G073755	Zm00001eb016420
GRMZM2G073969	Zm00001eb016410
GRMZM2G158662	Zm00001eb016450
GRMZM2G158676	Zm00001eb016440
GRMZM2G322917	Zm00001eb016470
GRMZM2G019027	Zm00001eb016480
GRMZM5G828060	Zm00001eb016490
GRMZM2G439988	Zm00001eb016510
GRMZM2G421429	Zm00001eb016530
GRMZM5G849959	Zm00001eb016540
GRMZM2G064814	Zm00001eb016550
GRMZM2G042074	Zm00001eb016560
GRMZM2G030072	Zm00001eb016570
GRMZM2G133978	Zm00001eb016580
GRMZM2G134109	Zm00001eb016600
GRMZM2G075290	Zm00001eb016610
GRMZM2G075502	Zm00001eb016620
GRMZM2G155680	Zm00001eb016630
GRMZM2G097843	Zm00001eb016660
GRMZM2G133322	Zm00001eb016690
GRMZM5G896731	Zm00001eb016720
AC205502.4_FG004	Zm00001eb016730
GRMZM5G882821	Zm00001eb016740
GRMZM2G052034	Zm00001eb016750
GRMZM2G052206	Zm00001eb016770
GRMZM2G124576	Zm00001eb016780
GRMZM2G425079	
GRMZM2G134671	Zm00001eb016800
GRMZM2G063048	Zm00001eb016830
GRMZM2G038598	Zm00001eb016850
GRMZM2G082034	Zm00001eb016920
GRMZM2G378907	Zm00001eb016930
GRMZM2G169890	Zm00001eb016940
GRMZM2G467072	Zm00001eb016950
GRMZM2G144995	Zm00001eb016970
GRMZM2G445791	Zm00001eb016980
GRMZM2G144868	Zm00001eb016990
GRMZM2G009232	Zm00001eb017030
GRMZM2G308666	Zm00001eb017040
GRMZM2G090733	Zm00001eb017070
GRMZM2G402584	Zm00001eb017100
GRMZM2G101689	Zm00001eb017050
GRMZM2G167698	Zm00001eb017110
GRMZM2G038153	Zm00001eb017120
GRMZM2G086788	Zm00001eb017180
GRMZM2G061624	Zm00001eb017210
AC204530.4_FG002	Zm00001eb017230
AC204530.4_FG003	Zm00001eb017240
GRMZM2G116010	Zm00001eb017290
GRMZM2G115975	Zm00001eb017310
GRMZM2G115921	Zm00001eb017320
GRMZM2G081322	Zm00001eb017330
GRMZM2G082346	Zm00001eb017340
GRMZM2G063055	Zm00001eb017420
GRMZM2G703586	Zm00001eb017500
GRMZM2G108523	Zm00001eb017550
GRMZM2G108530	Zm00001eb017560
GRMZM5G871471	Zm00001eb017590
GRMZM2G442387	Zm00001eb017660
GRMZM2G140989	Zm00001eb017670
AC213099.3_FG001	Zm00001eb017700
GRMZM2G109201	Zm00001eb017760
GRMZM2G046297	Zm00001eb017800
GRMZM2G043346	Zm00001eb017810
GRMZM2G073401	Zm00001eb017830
GRMZM2G040954	Zm00001eb017850
AC216247.3_FG001	Zm00001eb017880
GRMZM2G004984	Zm00001eb017940
GRMZM2G168073	Zm00001eb017950
GRMZM2G024234	Zm00001eb017960
AC197387.3_FG004	
GRMZM2G107196	Zm00001eb018000
GRMZM2G026417	Zm00001eb018020
GRMZM2G084407	Zm00001eb018040
GRMZM2G147698	Zm00001eb018070
GRMZM2G092888	Zm00001eb018090
GRMZM2G063561	Zm00001eb018100
GRMZM2G063498	Zm00001eb018110
GRMZM2G015902	Zm00001eb018120
GRMZM2G016281	Zm00001eb018130
GRMZM2G301297	Zm00001eb018140
GRMZM2G001288	Zm00001eb018180
GRMZM2G127150	Zm00001eb018270
GRMZM2G127181	Zm00001eb018290
GRMZM2G075153	Zm00001eb018300
GRMZM2G042683	Zm00001eb018320
GRMZM5G883601	Zm00001eb018360
GRMZM2G115025	Zm00001eb018450
GRMZM2G350312	Zm00001eb018460
GRMZM2G051836	Zm00001eb018470
GRMZM2G100452	Zm00001eb018480
GRMZM2G412430	Zm00001eb019090
GRMZM2G305400	Zm00001eb019120
GRMZM2G120587	Zm00001eb019160
GRMZM2G382717	Zm00001eb019140
GRMZM2G471240	Zm00001eb019170
GRMZM2G062320	Zm00001eb019180
GRMZM2G003530	Zm00001eb019220
GRMZM2G077991	Zm00001eb019230
GRMZM2G077960	Zm00001eb019240
GRMZM2G077897	Zm00001eb019250
GRMZM2G031591	Zm00001eb019280
GRMZM2G022061	Zm00001eb019290
GRMZM2G340286	Zm00001eb019300
GRMZM2G347808	Zm00001eb019330
GRMZM6G548844	Zm00001eb392560
GRMZM2G046480	Zm00001eb019340
GRMZM2G085825	Zm00001eb019350
GRMZM2G049070	Zm00001eb019370
GRMZM2G062996	Zm00001eb019380
GRMZM2G152925	Zm00001eb018980
GRMZM2G152877	Zm00001eb018970
GRMZM2G396212	Zm00001eb018960
GRMZM2G426511	Zm00001eb018890
GRMZM2G125314	Zm00001eb018900
GRMZM2G370510	Zm00001eb018870
GRMZM2G104353	Zm00001eb018860
GRMZM2G107499	Zm00001eb018850
GRMZM2G107495	Zm00001eb018840
GRMZM2G107473	Zm00001eb018830
GRMZM2G410479	Zm00001eb018810
GRMZM2G111208	Zm00001eb019420
GRMZM2G095411	Zm00001eb019440
GRMZM2G472234	Zm00001eb019450
GRMZM2G149224	Zm00001eb019510
GRMZM2G117222	Zm00001eb019520
GRMZM2G048324	Zm00001eb019530
GRMZM2G123776	Zm00001eb019550
GRMZM5G828488	Zm00001eb019570
GRMZM2G110076	Zm00001eb019630
GRMZM2G110067	Zm00001eb019640
GRMZM2G110027	Zm00001eb019650
GRMZM5G862467	Zm00001eb019680
GRMZM2G382774	"Zm00001eb019710,Zm00001eb019700"
GRMZM2G149383	Zm00001eb019720
GRMZM2G083642	Zm00001eb019730
GRMZM2G035557	Zm00001eb019830
GRMZM2G313104	Zm00001eb019880
GRMZM2G137502	Zm00001eb020000
AC177908.3_FG002	Zm00001eb020040
GRMZM2G391705	Zm00001eb020050
GRMZM2G117930	Zm00001eb020080
GRMZM2G074946	Zm00001eb020090
GRMZM2G067371	Zm00001eb020120
GRMZM2G104983	Zm00001eb020130
GRMZM2G065215	Zm00001eb020140
GRMZM2G074208	Zm00001eb020160
GRMZM5G849164	
GRMZM2G125241	Zm00001eb020170
GRMZM2G171022	Zm00001eb020180
GRMZM2G135913	Zm00001eb020240
GRMZM2G036543	Zm00001eb020250
GRMZM2G464575	Zm00001eb020280
GRMZM2G464580	Zm00001eb020300
GRMZM2G107893	Zm00001eb020310
GRMZM2G086992	Zm00001eb020320
GRMZM2G304442	Zm00001eb020340
GRMZM2G030955	Zm00001eb020360
GRMZM2G030805	Zm00001eb020370
GRMZM2G460988	Zm00001eb020380
GRMZM2G072448	Zm00001eb020430
GRMZM2G165960	Zm00001eb020450
GRMZM2G425736	Zm00001eb020500
GRMZM2G138710	Zm00001eb020560
GRMZM2G075892	Zm00001eb020570
GRMZM2G174708	Zm00001eb020600
GRMZM2G106026	Zm00001eb020630
GRMZM2G105935	Zm00001eb020620
GRMZM2G356556	Zm00001eb020650
GRMZM2G069176	Zm00001eb020640
GRMZM2G077316	Zm00001eb020680
GRMZM2G084440	Zm00001eb020700
GRMZM2G084587	Zm00001eb020710
GRMZM2G385050	Zm00001eb020720
GRMZM2G157164	Zm00001eb020730
GRMZM2G053946	Zm00001eb020870
AC214524.3_FG002	Zm00001eb020890
GRMZM2G024175	Zm00001eb020900
GRMZM2G038991	Zm00001eb020940
AC199541.4_FG004	Zm00001eb020980
AC199541.4_FG001	Zm00001eb020970
GRMZM5G899260	
GRMZM2G423142	
GRMZM2G058528	Zm00001eb021010
GRMZM2G148925	Zm00001eb021040
GRMZM2G401328	Zm00001eb021050
GRMZM2G401374	Zm00001eb021060
GRMZM2G048821	Zm00001eb021070
GRMZM2G456401	Zm00001eb021080
GRMZM2G326151	Zm00001eb021120
GRMZM2G396640	Zm00001eb021170
GRMZM2G044481	Zm00001eb021200
GRMZM2G343688	Zm00001eb021210
GRMZM2G044908	Zm00001eb021220
GRMZM2G045067	Zm00001eb021230
GRMZM2G045090	Zm00001eb021240
GRMZM2G179220	Zm00001eb021260
GRMZM2G162690	Zm00001eb021270
GRMZM2G064875	Zm00001eb021290
GRMZM2G143703	Zm00001eb021310
GRMZM2G395950	Zm00001eb021360
GRMZM2G060257	Zm00001eb021380
GRMZM2G087063	Zm00001eb021390
GRMZM2G389196	Zm00001eb021420
GRMZM2G049852	Zm00001eb021430
GRMZM2G477287	Zm00001eb021440
GRMZM2G087878	Zm00001eb021450
GRMZM2G434514	Zm00001eb021470
GRMZM2G066441	Zm00001eb021550
GRMZM2G145069	Zm00001eb021590
GRMZM2G041685	Zm00001eb021610
GRMZM2G054653	Zm00001eb021620
GRMZM2G302373	Zm00001eb021630
GRMZM2G480439	Zm00001eb021640
GRMZM2G066369	Zm00001eb021710
GRMZM2G044383	Zm00001eb021720
GRMZM2G353553	Zm00001eb021750
GRMZM2G030529	Zm00001eb021760
GRMZM2G030636	Zm00001eb021780
GRMZM2G132690	Zm00001eb021790
GRMZM2G039312	Zm00001eb021800
GRMZM2G418294	Zm00001eb021820
GRMZM2G125304	Zm00001eb021850
GRMZM2G125266	Zm00001eb021880
GRMZM2G162292	Zm00001eb021890
GRMZM2G162251	Zm00001eb021900
AC191042.4_FG001	Zm00001eb021910
GRMZM2G506660	Zm00001eb021940
GRMZM2G040068	Zm00001eb021950
GRMZM2G312693	Zm00001eb022000
GRMZM2G125095	Zm00001eb022070
GRMZM2G097249	Zm00001eb022080
GRMZM2G003076	Zm00001eb022120
GRMZM2G095698	Zm00001eb022160
GRMZM2G040743	Zm00001eb022180
GRMZM2G083173	Zm00001eb022230
GRMZM2G083382	Zm00001eb022240
AC211996.4_FG002	Zm00001eb022340
GRMZM2G057768	Zm00001eb022330
AC202172.3_FG004	Zm00001eb022350
GRMZM2G373607	Zm00001eb022360
GRMZM2G119766	Zm00001eb022380
GRMZM2G402564	Zm00001eb022390
GRMZM2G136769	Zm00001eb022400
GRMZM2G026767	Zm00001eb022440
GRMZM2G427164	Zm00001eb022470
GRMZM2G054304	
GRMZM2G103668	Zm00001eb022500
GRMZM2G377185	Zm00001eb022530
GRMZM2G474129	Zm00001eb022560
GRMZM2G175134	Zm00001eb022570
GRMZM2G474211	
GRMZM5G813670	
GRMZM2G453832	Zm00001eb022650
GRMZM2G154549	Zm00001eb022660
GRMZM2G127067	Zm00001eb022670
GRMZM2G127168	Zm00001eb022680
GRMZM2G113761	Zm00001eb022710
GRMZM2G017011	Zm00001eb022730
GRMZM2G090029	Zm00001eb022750
GRMZM2G469371	Zm00001eb022760
GRMZM2G177391	Zm00001eb022790
GRMZM2G117804	Zm00001eb022820
GRMZM2G464885	Zm00001eb022870
GRMZM2G162537	Zm00001eb022860
GRMZM2G158682	Zm00001eb022890
GRMZM2G425719	Zm00001eb023540
GRMZM2G097404	Zm00001eb023530
GRMZM2G094639	Zm00001eb023570
GRMZM2G423886	Zm00001eb023590
GRMZM2G112154	Zm00001eb023610
GRMZM2G148074	Zm00001eb023620
GRMZM2G365134	Zm00001eb023650
GRMZM2G079031	Zm00001eb023660
GRMZM2G163189	Zm00001eb023690
GRMZM2G092590	Zm00001eb023730
GRMZM2G392524	Zm00001eb023700
GRMZM2G088524	Zm00001eb023780
GRMZM2G052666	Zm00001eb023810
GRMZM2G022822	Zm00001eb023800
GRMZM2G481163	Zm00001eb023870
GRMZM2G180916	Zm00001eb023880
GRMZM2G107575	Zm00001eb023890
GRMZM2G098208	Zm00001eb023910
GRMZM2G399484	Zm00001eb023920
GRMZM2G155422	Zm00001eb023930
GRMZM2G155417	Zm00001eb023940
GRMZM2G007939	Zm00001eb023950
GRMZM2G373341	Zm00001eb022910
GRMZM2G373329	Zm00001eb022920
GRMZM2G071208	Zm00001eb022930
GRMZM2G071172	Zm00001eb022940
GRMZM2G071157	Zm00001eb022950
GRMZM2G065050	Zm00001eb022960
GRMZM2G053742	Zm00001eb022970
GRMZM2G079470	Zm00001eb023010
GRMZM2G079487	Zm00001eb023020
GRMZM2G079568	Zm00001eb023040
GRMZM2G351505	Zm00001eb023060
GRMZM2G037255	Zm00001eb023070
GRMZM2G089248	Zm00001eb023100
GRMZM2G089121	Zm00001eb023110
GRMZM2G114893	Zm00001eb023130
GRMZM2G114906	Zm00001eb023120
GRMZM5G813892	Zm00001eb023160
GRMZM2G428071	Zm00001eb023170
GRMZM2G154580	Zm00001eb023220
GRMZM2G154565	Zm00001eb023230
GRMZM2G154487	Zm00001eb023240
GRMZM2G033478	Zm00001eb023270
GRMZM2G143210	Zm00001eb023310
GRMZM2G021427	Zm00001eb023400
GRMZM2G342246	Zm00001eb023420
GRMZM2G405622	Zm00001eb023430
GRMZM2G082916	Zm00001eb023450
GRMZM2G176595	Zm00001eb023460
GRMZM2G042538	Zm00001eb024020
GRMZM2G143858	Zm00001eb024070
GRMZM2G127945	Zm00001eb024110
GRMZM2G070943	Zm00001eb024120
GRMZM2G349185	Zm00001eb024150
GRMZM2G086869	Zm00001eb024180
GRMZM2G086750	Zm00001eb024190
GRMZM2G174757	Zm00001eb024200
AC211390.3_FG001	Zm00001eb024210
GRMZM2G049422	Zm00001eb024230
GRMZM2G034096	Zm00001eb024270
GRMZM2G033526	Zm00001eb024280
GRMZM2G169080	Zm00001eb024290
GRMZM2G082709	Zm00001eb024300
GRMZM2G174650	Zm00001eb024310
GRMZM2G001930	Zm00001eb024330
GRMZM2G094390	Zm00001eb024360
GRMZM2G034846	Zm00001eb024400
GRMZM2G361855	Zm00001eb024430
GRMZM2G169931	Zm00001eb024450
AC194914.3_FG002	Zm00001eb024490
GRMZM2G121128	Zm00001eb024550
GRMZM2G033876	Zm00001eb024560
GRMZM2G072117	Zm00001eb024570
AC209215.4_FG006	Zm00001eb024580
GRMZM5G862565	Zm00001eb024600
GRMZM2G703697	Zm00001eb024670
GRMZM2G003318	Zm00001eb024700
GRMZM2G168987	Zm00001eb024710
GRMZM2G157824	Zm00001eb024730
GRMZM2G157878	Zm00001eb024740
GRMZM2G456603	Zm00001eb024750
GRMZM2G047781	Zm00001eb024850
GRMZM2G068917	Zm00001eb024870
GRMZM2G053079	Zm00001eb024890
GRMZM2G090500	Zm00001eb024900
GRMZM2G437683	Zm00001eb024910
GRMZM2G057690	Zm00001eb024930
GRMZM2G057466	Zm00001eb025020
GRMZM2G089147	Zm00001eb025030
GRMZM2G098331	Zm00001eb025070
GRMZM5G871995	Zm00001eb025090
GRMZM2G436299	Zm00001eb025100
GRMZM2G025157	Zm00001eb025110
GRMZM2G462080	Zm00001eb025120
GRMZM5G868757	Zm00001eb025130
GRMZM2G457147	Zm00001eb025150
GRMZM2G478212	Zm00001eb025160
GRMZM2G132898	Zm00001eb025170
GRMZM2G128641	Zm00001eb025190
GRMZM2G041028	Zm00001eb025210
GRMZM2G430710	Zm00001eb025240
GRMZM2G086669	Zm00001eb025290
GRMZM2G394410	Zm00001eb025300
GRMZM2G394403	Zm00001eb025310
GRMZM2G306079	Zm00001eb025340
GRMZM2G306104	Zm00001eb025350
GRMZM2G011518	Zm00001eb025390
GRMZM2G012306	Zm00001eb025400
GRMZM2G143625	Zm00001eb025490
GRMZM2G321940	Zm00001eb025500
GRMZM2G020620	Zm00001eb025510
GRMZM2G304897	Zm00001eb025540
GRMZM2G179528	Zm00001eb025550
GRMZM2G159992	Zm00001eb025560
GRMZM2G058630	Zm00001eb025570
AC198995.3_FG003	
GRMZM2G421934	Zm00001eb025580
GRMZM2G420630	Zm00001eb025590
GRMZM2G036567	Zm00001eb025620
GRMZM2G079774	Zm00001eb025630
GRMZM2G149903	Zm00001eb025670
GRMZM2G088765	Zm00001eb025690
GRMZM2G368632	Zm00001eb025720
GRMZM2G084825	Zm00001eb025730
GRMZM2G154216	Zm00001eb025740
GRMZM2G172098	Zm00001eb025780
GRMZM2G097454	Zm00001eb025830
GRMZM2G083475	Zm00001eb025840
GRMZM2G150327	Zm00001eb025850
GRMZM5G826416	Zm00001eb025860
GRMZM2G015767	Zm00001eb025890
GRMZM2G141526	Zm00001eb025910
GRMZM2G091782	Zm00001eb025980
GRMZM2G048121	Zm00001eb025990
GRMZM2G002515	Zm00001eb026010
GRMZM2G117940	Zm00001eb026020
GRMZM2G063759	Zm00001eb026060
GRMZM2G069070	Zm00001eb026100
GRMZM2G107851	Zm00001eb026110
GRMZM2G110198	Zm00001eb026120
GRMZM2G466982	Zm00001eb026140
GRMZM2G300424	
GRMZM2G388608	Zm00001eb026220
GRMZM2G037690	
GRMZM2G336678	Zm00001eb026240
GRMZM2G380133	Zm00001eb026290
GRMZM2G039577	Zm00001eb026350
GRMZM2G357317	Zm00001eb026390
GRMZM2G003909	Zm00001eb026460
GRMZM2G114356	Zm00001eb026500
GRMZM2G009465	Zm00001eb026530
GRMZM2G109814	Zm00001eb026540
GRMZM2G454018	Zm00001eb026600
GRMZM2G368482	
GRMZM5G872149	
GRMZM2G169704	Zm00001eb026630
GRMZM2G401848	Zm00001eb026640
GRMZM2G057522	Zm00001eb026660
GRMZM2G063024	Zm00001eb026670
AC210517.3_FG003	Zm00001eb026680
GRMZM2G152981	Zm00001eb026700
GRMZM2G152975	Zm00001eb026710
GRMZM2G030850	Zm00001eb026840
GRMZM2G433184	Zm00001eb026860
GRMZM2G076327	Zm00001eb026870
GRMZM2G048371	Zm00001eb026940
GRMZM2G377889	
GRMZM2G046622	Zm00001eb027000
GRMZM2G159228	Zm00001eb027140
AC203790.3_FG004	Zm00001eb027260
GRMZM2G509844	
GRMZM2G168502	Zm00001eb027390
GRMZM2G703746	Zm00001eb027480
GRMZM2G063824	Zm00001eb027550
GRMZM2G170839	Zm00001eb027580
GRMZM2G029514	Zm00001eb027640
GRMZM2G505324	
